Visibility Range(in kms),Visibility Condition,Efficiency,Pointing Angle,Pointing Loss(in dB),Effective Power(in dB),SNR (in dB)
5.239999999999999,Medium Haze,0.85,7.365571541358472,1.3825303777324596e-10,-24.09966669452725,-28.352549052246747
5.26,Medium Haze,0.85,3.865141257611583,3.807084527076281e-11,-24.0976084697046,-28.350127611379108
5.279999999999999,Medium Haze,0.85,2.092283700396502,1.1155856568484896e-11,-24.095587978935264,-28.347750563442098
5.3,Medium Haze,0.85,2.91245419538516,2.161623166399784e-11,-24.0936044908848,-28.34541704807815
5.319999999999999,Medium Haze,0.85,1.148115482047662,3.3591772858651537e-12,-24.091657289367596,-28.343126222782047
5.34,Medium Haze,0.85,5.18205434378176,6.843301974195437e-11,-24.089745673182396,-28.34087726249909
5.359999999999999,Medium Haze,0.85,3.5392386405032275,3.19213663176482e-11,-24.08786895537537,-28.338669359233222
5.38,Medium Haze,0.85,2.7213600210228646,1.8872688816551377e-11,-24.086026463431082,-28.336501721664753
5.3999999999999995,Medium Haze,0.85,1.2634902964934493,4.0682309566984335e-12,-24.08421753856435,-28.33437357477752
5.42,Medium Haze,0.85,6.902155374705571,1.2140350948181613e-10,-24.082441535674086,-28.332284159495167
5.4399999999999995,Medium Haze,0.85,9.368850258931428,2.2368371850991816e-10,-24.0806978226675,-28.330232732326316
5.46,Medium Haze,0.85,8.287000988183845,1.7500745918110816e-10,-24.078985780414357,-28.328218565018354
5.4799999999999995,Medium Haze,0.85,4.860979590207194,6.021564928474394e-11,-24.077304802637922,-28.326240944219695
5.5,Medium Haze,0.85,8.80981119661436,1.9778574185901185e-10,-24.075654295645776,-28.324299171150187
5.52,Medium Haze,0.85,3.021767905213501,2.326933578452307e-11,-24.074033677107344,-28.32239256127949
5.54,Medium Haze,0.85,4.2410353255132485,4.5835878355245424e-11,-24.072442377450216,-28.32052044401324
5.56,Medium Haze,0.85,8.934431797039286,2.0342093873969708e-10,-24.070879838201634,-28.318682162386736
5.58,Medium Haze,0.85,8.575630465895621,1.8741048963689303e-10,-24.069345512010393,-28.316877072765998
5.6,Medium Haze,0.85,4.11513169374599,4.3154814560188774e-11,-24.067838862909255,-28.31510454455597
5.62,Medium Haze,0.85,1.2507783925467009,3.98678227338455e-12,-24.06635936593174,-28.31336395991571
5.64,Medium Haze,0.85,4.14278522223975,4.3736760766059306e-11,-24.06490650649546,-28.311654713480337
5.66,Medium Haze,0.85,7.09461720460601,1.2826841074533312e-10,-24.063479780385187,-28.3099762120896
5.68,Medium Haze,0.85,4.421045522851381,4.980945065333536e-11,-24.062078693386812,-28.308327874522913
5.7,Medium Haze,0.85,6.398457065978712,1.0433074261548872e-10,-24.060702761643178,-28.306709131240588
5.72,Medium Haze,0.85,4.139843288913134,4.367466488587767e-11,-24.05935151054867,-28.30511942413123
5.739999999999999,Medium Haze,0.85,6.566488033603511,1.0988238891152864e-10,-24.05802447541872,-28.303558206265084
5.76,Medium Haze,0.85,5.194353298508896,6.875823956269256e-11,-24.0567212004636,-28.302024941653123
5.779999999999999,Medium Haze,0.85,4.636619522129703,5.478538238568058e-11,-24.055441239306596,-28.300519105011798
5.8,Medium Haze,0.85,9.950536911569003,2.523218199456277e-10,-24.054184154517813,-28.299040181533343
5.819999999999999,Light Haze,0.85,7.820739293258368,1.5586815543277301e-10,-24.052949516794637,-28.297587666661354
5.84,Light Haze,0.85,4.5062782231968885,5.174850200647754e-11,-24.051736906034876,-28.296161065871637
5.859999999999999,Light Haze,0.85,9.489486290227433,2.2948123778992396e-10,-24.050545910484466,-28.294759894458128
5.88,Light Haze,0.85,7.049945731084545,1.266582041952147e-10,-24.049376125832886,-28.293383677323796
5.8999999999999995,Light Haze,0.85,2.0919529760003086,1.1152330065526675e-11,-24.04822715646935,-28.29203194877632
5.92,Light Haze,0.85,3.308235545494531,2.7890392468237163e-11,-24.047098614502975,-28.290704252328553
5.9399999999999995,Light Haze,0.85,6.536360411106031,1.0887640193813641e-10,-24.045990119520532,-28.289400140503513
5.96,Light Haze,0.85,7.892082111971643,1.587248658381434e-10,-24.044901298582218,-28.288119174643885
5.9799999999999995,Light Haze,0.85,4.113811634976861,4.312713245489434e-11,-24.04383178605365,-28.286860924725875
6.0,Light Haze,0.85,6.053157234343165,9.337394084481981e-11,-24.042781223880088,-28.28562496917732
6.02,Light Haze,0.85,8.997487751893612,2.0630241248395734e-10,-25.417925647704205,-29.903441938269232
6.04,Light Haze,0.85,2.519577423421646,1.6177715541080237e-11,-25.41317193914568,-29.89784934015521
6.06,Light Haze,0.85,5.548989035036822,7.846744499384284e-11,-25.408449608414898,-29.892293656880234
6.08,Light Haze,0.85,2.6934472884646086,1.8487523529666853e-11,-25.40375834554586,-29.88677452415311
6.1,Light Haze,0.85,4.49998298686089,5.1604018472350116e-11,-25.399097845135085,-29.881291582460264
6.12,Light Haze,0.85,1.6240062746543162,6.721050895410624e-12,-25.394467805445203,-29.875844476987634
6.14,Light Haze,0.85,9.786782904042731,2.4408533528644844e-10,-25.389867929119994,-29.87043285754414
6.16,Light Haze,0.85,3.8751289684793258,3.8267853271076414e-11,-25.385297921746176,-29.86505637848665
6.18,Light Haze,0.85,6.3034379748087765,1.0125506246196276e-10,-25.380757493935466,-29.859714698646354
6.2,Light Haze,0.85,3.9164745561266607,3.908880532299481e-11,-25.376246359101366,-29.854407481256636
6.22,Light Haze,0.85,9.2158972214586,2.164397500813057e-10,-25.371764234983925,-29.849134393882295
6.24,Light Haze,0.85,2.6897235963698396,1.8436440845722877e-11,-25.367310842113245,-29.84389510835009
6.26,Light Haze,0.85,7.710016154578524,1.514859498495066e-10,-25.362885905707373,-29.838689300680716
6.279999999999999,Light Haze,0.85,6.382052717817398,1.0379646259551174e-10,-25.358489153456908,-29.833516651021977
6.3,Light Haze,0.85,4.966272303124594,6.285254030992153e-11,-25.354120317099216,-29.828376843583285
6.319999999999999,Light Haze,0.85,3.7848231466332405,3.65050510767884e-11,-25.349779131616742,-29.82326956657143
6.34,Light Haze,0.85,9.21986357498236,2.1662609358776745e-10,-25.345465335492477,-29.818194512127466
6.359999999999999,Light Haze,0.85,7.24891912834977,1.3390854389608238e-10,-25.341178669938998,-29.813151376264912
6.38,Light Haze,0.85,6.29779397445053,1.0107381922221852e-10,-25.33691888007358,-29.808139858809017
6.3999999999999995,Light Haze,0.85,6.582589917751576,1.1042194149449262e-10,-25.332685713930502,-29.80315966333723
6.42,Light Haze,0.85,3.8798677365420886,3.836150350118345e-11,-25.328478922585212,-29.798210497120714
6.4399999999999995,Light Haze,0.85,2.3852009936121514,1.4498121718265566e-11,-25.3242982604193,-29.793292071067032
6.46,Light Haze,0.85,9.603117481926189,2.350099565631287e-10,-25.320143484914016,-29.788404099663836
6.4799999999999995,Light Haze,0.85,4.404732568528142,4.944255091486977e-11,-25.316014355827104,-29.78354630092362
6.5,Light Haze,0.85,6.2754030832799526,1.0035639030169986e-10,-25.311910636965383,-29.778718396329506
6.52,Light Haze,0.85,4.49878285554799,5.157649688387316e-11,-25.30783209420852,-29.77392011078198
6.54,Light Haze,0.85,4.894605314255648,6.105161166898332e-11,-25.30377849671656,-29.769151172546668
6.56,Light Haze,0.85,5.198916398229048,6.887909715417586e-11,-25.29974961628113,-29.764411313203038
6.58,Light Haze,0.85,1.2825369986156894,4.1918099415612335e-12,-25.29574522745848,-29.75970026759402
6.6,Light Haze,0.85,6.089009967263642,9.448332064329925e-11,-25.291765107790393,-29.75501777377657
6.62,Light Haze,0.85,2.6347738129417757,1.7690840014518234e-11,-25.28780903704219,-29.75036357297312
6.64,Light Haze,0.85,6.361509929051751,1.0312933018944723e-10,-25.28387679818298,-29.745737409523908
6.66,Light Haze,0.85,2.4706100345616093,1.5555005906797384e-11,-25.279968176227356,-29.74113903084016
6.68,Light Haze,0.85,4.066096841393376,4.213249852047618e-11,-25.276082959290207,-29.736568187358113
6.7,Light Haze,0.85,8.765176067548946,1.9578664612576047e-10,-25.2722209377862,-29.732024632493864
6.72,Light Haze,0.85,9.02436664058194,2.075368598109491e-10,-25.268381904385596,-29.727508122599048
6.74,Light Haze,0.85,6.019813709148146,9.234808237893679e-11,-25.264565654458163,-29.723018416917256
6.76,Light Haze,0.85,6.315087638566316,1.016296762711625e-10,-25.260771985996463,-29.71855527754127
6.779999999999999,Light Haze,0.85,8.53343110967948,1.8557059144253372e-10,-25.257000699123125,-29.71411846937105
6.8,Light Haze,0.85,3.166276174021832,2.5548144518282394e-11,-25.25325159608327,-29.70970776007242
6.819999999999999,Light Haze,0.85,1.7166504610413837,7.509750826036471e-12,-25.249524482037437,-29.705322920036533
6.84,Light Haze,0.85,3.7279277804741913,3.541577575169886e-11,-25.245819164019135,-29.70096372234004
6.859999999999999,Light Haze,0.85,7.41224135581333,1.4001058909765618e-10,-25.24213545141903,-29.69662994270591
6.88,Light Haze,0.85,9.261158898807503,2.1857095495498666e-10,-25.238473155731043,-29.692321359465012
6.8999999999999995,Light Haze,0.85,8.91888436256232,2.027135805120313e-10,-25.234832090662827,-29.68803775351826
6.92,Light Haze,0.85,2.561227112401443,1.671698525252242e-11,-25.231212072068804,-29.683778908299523
6.9399999999999995,Light Haze,0.85,3.8239314071887085,3.726335596054505e-11,-25.227612918309916,-29.679544609739107
6.96,Light Haze,0.85,3.3875971656348844,2.924457403627387e-11,-25.224034449318566,-29.675334646227892
6.9799999999999995,Light Haze,0.85,2.485355975349649,1.5741241455642393e-11,-25.220476487308133,-29.671148808582064
7.0,Light Haze,0.85,8.677142882425406,1.9187362297443361e-10,-25.21693885667032,-29.666986890008502
7.02,Light Haze,0.85,1.4559059582636587,5.401674682344383e-12,-25.213421383164675,-29.66284868607069
7.04,Light Haze,0.85,6.739542995244796,1.1575044647731708e-10,-25.20992389555535,-29.65873399465525
7.06,Light Haze,0.85,9.410298066155516,2.2566725059497608e-10,-25.206446223740006,-29.654642615939046
7.08,Light Haze,0.85,3.7149816671827747,3.5170223502314616e-11,-25.202988199533205,-29.650574352356834
7.1,Light Haze,0.85,2.693468962418918,1.8487821066102175e-11,-25.19954965729974,-29.646529008569445
7.12,Light Haze,0.85,4.403260944393876,4.9409518854317035e-11,-25.19613043275967,-29.642506391432555
7.14,Light Haze,0.85,2.3000030748018077,1.3480891445809688e-11,-25.192730363482468,-29.638506309965894
7.16,Light Haze,0.85,4.498616309420218,5.1572678203525015e-11,-25.189349289068446,-29.63452857532307
7.18,Light Haze,0.85,7.750069979612919,1.5306398867395118e-10,-25.18598705077766,-29.630573000761828
7.2,Light Haze,0.85,3.5097933389813587,3.1392425277303613e-11,-25.18264349139927,-29.626639401614806
7.22,Light Haze,0.85,3.7471433634076527,3.5781817543621696e-11,-25.179318456002136,-29.622727595260848
7.24,Light Haze,0.85,5.176372460051226,6.828303470919352e-11,-25.176011790990227,-29.61883740109669
7.26,Light Haze,0.85,7.978587459488184,1.622235116873209e-10,-25.172723344570702,-29.61496864050919
7.279999999999999,Light Haze,0.85,1.9334005028847425,9.52588716147289e-12,-25.169452966328898,-29.611121136848002
7.3,Light Haze,0.85,3.019888558624931,2.324040070465824e-11,-25.166200508108613,-29.607294715398655
7.319999999999999,Light Haze,0.85,9.398218727276587,2.250882760196199e-10,-25.16296582304404,-29.603489203356133
7.34,Light Haze,0.85,1.2841316435183612,4.202240212071186e-12,-25.159748765332598,-29.599704429798855
7.359999999999999,Light Haze,0.85,6.102652199766523,9.490716864995694e-11,-25.156549191894293,-29.595940225663085
7.38,Light Haze,0.85,9.729442389574729,2.4123353448674703e-10,-25.153366960365137,-29.592196423717752
7.3999999999999995,Light Haze,0.85,5.2392369118731414,6.995163223360193e-11,-25.150201929818195,-29.58847285853969
7.42,Light Haze,0.85,5.209406708321084,6.915734439729206e-11,-25.147053961574667,-29.584769366489276
7.4399999999999995,Light Haze,0.85,2.8288919241120496,2.0393627857817428e-11,-25.14392291785081,-29.581085785686444
7.46,Light Haze,0.85,6.657321966523215,1.1294341124072081e-10,-25.140808662685046,-29.577421955987113
7.4799999999999995,Light Haze,0.85,2.046517446367481,1.0673151670122046e-11,-25.137711061125042,-29.573777718959967
7.5,Light Haze,0.85,8.481842553586581,1.833336527099717e-10,-25.134629980339927,-29.570152917863638
7.52,Light Haze,0.85,8.829171421890386,1.9865599523572617e-10,-25.131565288149428,-29.5665473976242
7.54,Light Haze,0.85,3.5580385913307673,3.226139085748017e-11,-25.128516854118544,-29.562961004813086
7.56,Light Haze,0.85,9.611204376978016,2.354059323647766e-10,-25.125484549681612,-29.559393587625316
7.58,Light Haze,0.85,8.2214516778175,1.722498274094286e-10,-25.12246824662576,-29.55584499585806
7.6,Light Haze,0.85,4.539498552624179,5.2514295336771683e-11,-25.119467818800775,-29.552315080889578
7.62,Light Haze,0.85,6.670610038009027,1.1339473323923665e-10,-25.11648314140608,-29.548803695658464
7.64,Light Haze,0.85,1.6612238569254072,7.03263531479061e-12,-25.11351409045272,-29.545310694643227
7.66,Light Haze,0.85,1.4217207834605383,5.150986394589769e-12,-25.110560543770212,-29.541835933842158
7.68,Light Haze,0.85,5.850686959117868,8.723193415088507e-11,-25.10762238021471,-29.5383792707536
7.7,Light Haze,0.85,2.5971454154793245,1.7189146448160568e-11,-25.104699479717556,-29.534940564356408
7.72,Light Haze,0.85,1.1767232007303934,3.528664846067272e-12,-25.101791723830186,-29.53151967509081
7.74,Light Haze,0.85,1.6974052200780392,7.34231216924932e-12,-25.09889899511982,-29.528116464839506
7.76,Light Haze,0.85,8.737306888282898,1.945436046466116e-10,-25.096021177538077,-29.52473079690908
7.779999999999999,Light Haze,0.85,4.914621894711178,6.155197613363926e-11,-25.093158155662277,-29.52136253601172
7.8,Light Haze,0.85,2.6266481023646793,1.7581890259693694e-11,-25.090309816025037,-29.518011548247166
7.819999999999999,Light Haze,0.85,8.83619812033304,1.989723219141044e-10,-25.087476046091368,-29.514677701084988
7.84,Light Haze,0.85,3.531052961295955,3.177387928937187e-11,-25.08465673387205,-29.511360863347104
7.859999999999999,Light Haze,0.85,5.595473617276205,7.978761494608268e-11,-25.08185176947982,-29.50806090519059
7.88,Light Haze,0.85,5.785121916730723,8.5287779969262e-11,-25.079061043449588,-29.5047776980907
7.8999999999999995,Light Haze,0.85,4.0767339155786075,4.235322750985296e-11,-25.076284447636596,-29.501511114824233
7.92,Light Haze,0.85,9.045391197453883,2.08505006048061e-10,-25.07352187521232,-29.49826102945305
7.9399999999999995,Light Haze,0.85,3.148646953552463,2.5264442153662735e-11,-25.070773219733205,-29.49502731730792
7.96,Light Haze,0.85,7.2591809299396255,1.342879426794346e-10,-25.06803837684082,-29.49180985497256
7.9799999999999995,Light Haze,0.85,5.1141329875050054,6.665086847600127e-11,-25.065317242284415,-29.488608520267956
8.0,Light Haze,0.85,3.9829109034346053,4.042620382177986e-11,-25.0626097134357,-29.485423192236873
8.02,Light Haze,0.85,8.436487326892891,1.813782031901065e-10,-25.059915688613515,-29.482253751128642
8.040000000000001,Light Haze,0.85,3.8575782574509043,3.7922003047058864e-11,-25.05723506665874,-29.47910007838413
8.06,Light Haze,0.85,3.522359747507677,3.161762158685641e-11,-25.05456774815471,-29.475962056620983
8.08,Light Haze,0.85,1.7522107285457396,7.82410101016575e-12,-25.05191363418283,-29.472839569619037
8.1,Light Haze,0.85,5.231183883316623,6.973675759792288e-11,-25.049272627019366,-29.46973250230599
8.12,Light Haze,0.85,6.551185310739042,1.0937083983684426e-10,-25.04664462972473,-29.466640740743255
8.14,Light Haze,0.85,3.5917108143568264,3.2874904730959105e-11,-25.044029546323173,-29.463564172112036
8.16,Light Haze,0.85,1.4105674904107555,5.070485196127411e-12,-25.04142728199896,-29.46050268469959
8.18,Light Haze,0.85,4.852173596350962,5.999767744260978e-11,-25.03883774275388,-29.457456167885745
8.2,Light Haze,0.85,8.121801511232242,1.680995386298821e-10,-25.03626083545298,-29.45442451212952
8.22,Light Haze,0.85,2.736968057524383,1.9089793746927212e-11,-25.03369646762887,-29.451407608956053
8.24,Light Haze,0.85,1.500809158941139,5.7400109534581974e-12,-25.031144548306962,-29.448405350943627
8.26,Light Haze,0.85,6.241268298030696,9.926759107563036e-11,-25.02860498703866,-29.44541763171092
8.28,Light Haze,0.85,7.080978934986808,1.277757336390076e-10,-25.026077694127398,-29.442444345904455
8.299999999999999,Light Haze,0.85,2.0760158012419714,1.0983053214992063e-11,-25.02356258081762,-29.43948538918622
8.32,Light Haze,0.85,9.177850181113998,2.1465633319112554e-10,-25.02105955967067,-29.436540658221432
8.34,Light Haze,0.85,1.8220943761634607,8.460645795782058e-12,-25.018568543073762,-29.433610050666555
8.36,Light Haze,0.85,8.035455348644795,1.6454426977017374e-10,-25.01608944552364,-29.430693465157386
8.379999999999999,Light Haze,0.85,6.7809750902329915,1.1717799870295057e-10,-25.013622181202418,-29.42779080129743
8.4,Light Haze,0.85,2.165188149894928,1.1946840385938343e-11,-25.01116666570954,-29.424901959646334
8.42,Light Haze,0.85,2.3629491310733126,1.4228873654671258e-11,-25.00872281546435,-29.422026841708536
8.44,Light Haze,0.85,5.93583346505483,8.978942578911803e-11,-25.006290547510112,-29.41916534992211
8.459999999999999,Light Haze,0.85,7.776115837471417,1.5409452955324717e-10,-25.003869779631504,-29.416317387647673
8.48,Light Haze,0.85,3.663247199618196,3.419748997560506e-11,-25.00146043031298,-29.413482859157547
8.5,Light Haze,0.85,1.5116659275011317,5.8233571569611335e-12,-24.999062419186224,-29.41066166962503
8.52,Light Haze,0.85,5.301574493734288,7.16261346283352e-11,-24.996675666407597,-29.40785372511378
8.54,Light Haze,0.85,1.1704138430641713,3.490926281814205e-12,-24.99430009268531,-29.405058932567464
8.56,Light Haze,0.85,1.6668083988151972,7.079998059064872e-12,-24.99193561983551,-29.4022771997994
8.58,Light Haze,0.85,1.2768200301790293,4.1545228553582635e-12,-24.989582170163622,-29.399508435482463
8.6,Light Haze,0.85,5.073855804159212,6.560516312871403e-11,-24.987239666824,-29.3967525491391
8.62,Light Haze,0.85,2.6344477229088747,1.768646130877213e-11,-24.98490803347675,-29.39400945113143
8.64,Light Haze,0.85,4.564374752886736,5.309142318109925e-11,-24.982587194798974,-29.391279052651583
8.66,Light Haze,0.85,4.925570839690873,6.182653638041933e-11,-24.9802770759078,-29.388561265712056
8.68,Light Haze,0.85,1.4121556778161124,5.0819095543883715e-12,-24.977977602670173,-29.3858560031363
8.7,Light Haze,0.85,2.047396860601668,1.0682326415430099e-11,-24.975688701776075,-29.383163178549406
8.72,Light Haze,0.85,9.349021823168723,2.2273790239780428e-10,-24.97341030060286,-29.380482706368866
8.74,Light Haze,0.85,5.453354390541753,7.578604117863879e-11,-24.971142326590645,-29.377814501795562
8.76,Light Haze,0.85,5.447653319455702,7.562766681554519e-11,-24.968884708748348,-29.375158480804785
8.78,Light Haze,0.85,3.861434416447952,3.7997857043119376e-11,-24.966637376149112,-29.372514560137432
8.8,Light Haze,0.85,3.2217411463251704,2.6451059093863845e-11,-24.964400258720076,-29.36988265729129
8.82,Light Haze,0.85,7.42577486209946,1.405223274291361e-10,-24.962173287055048,-29.367262690512476
8.84,Light Haze,0.85,9.491985457127697,2.2960212682789702e-10,-24.95995639216408,-29.364654578786965
8.86,Light Haze,0.85,2.0402507052366325,1.0607886190537688e-11,-24.957749505566404,-29.362058241832223
8.879999999999999,Light Haze,0.85,4.336472204937982,4.792199753878745e-11,-24.955552560116374,-29.35947360008899
8.9,Light Haze,0.85,1.0163359695904441,2.632305981651804e-12,-24.953365488508403,-29.356900574713137
8.92,Light Haze,0.85,6.0798313870222085,9.419868681336292e-11,-24.951188224512588,-29.35433908756767
8.94,Light Haze,0.85,8.320150078292244,1.7641036503295403e-10,-24.94902070218253,-29.351789061214802
8.959999999999999,Light Haze,0.85,6.542808870310903,1.090913323623412e-10,-24.946862856164653,-29.34925041890815
8.98,Light Haze,0.85,8.91035158270913,2.023258901080603e-10,-24.94471462206927,-29.34672308458505
9.0,Light Haze,0.85,7.099121832987712,1.2843134693776332e-10,-24.942575935539264,-29.34420698285894
9.02,Light Haze,0.85,4.644335503295208,5.496787513135133e-11,-24.94044673320682,-29.341702039011878
9.04,Light Haze,0.85,5.521234489386823,7.768446207002377e-11,-24.938326952205113,-29.339208178987157
9.06,Light Haze,0.85,7.523586007931437,1.4424858396332486e-10,-24.93621653009728,-29.336725329381963
9.08,Light Haze,0.85,7.444304564318449,1.412244994278897e-10,-24.934115404944237,-29.33425341744023
9.1,Light Haze,0.85,8.894354563199972,2.0160005885684424e-10,-24.93202351556003,-29.331792371045495
9.12,Light Haze,0.85,7.298662682474556,1.357526648326701e-10,-24.929940801022198,-29.329342118713893
9.14,Light Haze,0.85,2.038704124016827,1.0591809990315917e-11,-24.927867201158158,-29.32690258958724
9.16,Light Haze,0.85,8.38857243666939,1.7932378481237513e-10,-24.925802656564706,-29.324473713426215
9.18,Light Haze,0.85,1.9686196542719636,9.876098476975596e-12,-24.923747107521432,-29.322055420603576
9.2,Light Haze,0.85,2.171336513627618,1.2014786269606589e-11,-24.921700495793136,-29.319647642097557
9.22,Light Haze,0.85,9.043188547326695,2.0840347198496642e-10,-24.919662763239625,-29.317250309485274
9.24,Light Haze,0.85,6.77501211533489,1.1697200406787457e-10,-24.91763385179524,-29.314863354936254
9.26,Light Haze,0.85,6.811192754653203,1.182246726183362e-10,-24.9156137046256,-29.31248671120601
9.28,Light Haze,0.85,9.667343107420368,2.381639603896997e-10,-24.913602265087754,-29.310120311629785
9.3,Light Haze,0.85,4.603584252316338,5.400748701779605e-11,-24.911599476644714,-29.307764090116244
9.32,Light Haze,0.85,8.020872434130254,1.6394757485932748e-10,-24.909605284109542,-29.305417981141396
9.34,Light Haze,0.85,1.7448770393978843,7.758744205953642e-12,-24.90761963178768,-29.30308191974245
9.36,Light Haze,0.85,5.562643766202282,7.885409926650158e-11,-24.905642465352123,-29.300755841511883
9.379999999999999,Light Haze,0.85,5.497881357211167,7.702868886908646e-11,-24.903673730268217,-29.29843968259146
9.4,Light Haze,0.85,5.89751035831577,8.863376608492464e-11,-24.90171337279182,-29.29613337966645
9.42,Light Haze,0.85,6.5244453346761615,1.0847982397208061e-10,-24.899761339558037,-29.2938368699598
9.44,Light Haze,0.85,8.259570296505466,1.73850796957885e-10,-24.89781757769029,-29.29155009122649
9.459999999999999,Light Haze,0.85,2.983498324123764,2.2683672832421945e-11,-24.89588203450496,-29.28927298174786
9.48,Light Haze,0.85,2.79708423048735,1.993759950504197e-11,-24.893954658294135,-29.287005480326105
9.5,Light Haze,0.85,2.807826294281755,2.0091032297632176e-11,-24.892035397354018,-29.284747526278757
9.52,Light Haze,0.85,7.837242725685272,1.5652667979691232e-10,-24.89012420065134,-29.282499059433285
9.54,Light Haze,0.85,3.1203121967225673,2.481177737055095e-11,-24.888221017124586,-29.28026002012176
9.56,Light Haze,0.85,7.817257498310042,1.557294012484051e-10,-24.88632579693159,-29.278030349175555
9.58,Light Haze,0.85,7.849434840325552,1.570140643781349e-10,-24.884438489865587,-29.275809987920148
9.6,Light Haze,0.85,8.37391599612269,1.7869770632662273e-10,-24.88255904659637,-29.273598878169974
9.62,Light Haze,0.85,6.448256281704687,1.0596107560035833e-10,-24.880687417979896,-29.27139696222333
9.64,Light Haze,0.85,9.49491686804642,2.2974396482689147e-10,-24.878823555624052,-29.26920418285738
9.66,Light Haze,0.85,2.280100942533389,1.3248598122215336e-11,-24.876967410835956,-29.267020483323172
9.68,Light Haze,0.85,7.325984596467544,1.3677092392961342e-10,-24.8751189363559,-29.26484580734076
9.7,Light Haze,0.85,4.2940417003921425,4.6988793454199425e-11,-24.873278084270144,-29.262680099094357
9.72,Light Haze,0.85,2.458545054689329,1.5403454189141474e-11,-24.87144480775653,-29.260523303227572
9.74,Light Haze,0.85,8.705299712778853,1.9312088111272077e-10,-24.869619060277028,-29.258375364838678
9.76,Light Haze,0.85,6.879134325840067,1.205950155822831e-10,-24.867800795157077,-29.256236229475967
9.78,Light Haze,0.85,6.95816656114077,1.2338189018898912e-10,-24.865989966768044,-29.25410584313314
9.8,Light Haze,0.85,7.117306897958565,1.2909016750339631e-10,-24.864186529517784,-29.251984152244773
9.82,Light Haze,0.85,3.758516621406924,3.5999355756271195e-11,-24.862390438160148,-29.249871103681823
9.84,Light Haze,0.85,9.257663352865196,2.1840599058374544e-10,-24.860601648220747,-29.24776664474718
9.86,Light Haze,0.85,1.725690433065993,7.589052570516668e-12,-24.85882011470205,-29.245670723171294
9.879999999999999,Light Haze,0.85,8.153313466987484,1.694064953368119e-10,-24.857045794185677,-29.24358328710786
9.9,Light Haze,0.85,5.382474822997885,7.382879709538816e-11,-24.855278642422853,-29.24150428512953
9.92,Light Haze,0.85,4.244217158512297,4.590468080938699e-11,-24.85351861632916,-29.239433666223697
9.94,Light Haze,0.85,5.016034712125559,6.411842485484559e-11,-24.851765672874564,-29.237371379788307
9.959999999999999,Light Haze,0.85,4.27264370011264,4.652165266991163e-11,-24.85001976932314,-29.235317375627762
9.98,Light Haze,0.85,9.890487345558673,2.4928558244852837e-10,-24.848280863568387,-29.23327160394882
10.0,Light Haze,0.85,3.990037502720137,4.057100199141153e-11,-24.846548913087585,-29.231234015356588
10.02,Almost Clear Weather,0.85,8.394883972064903,1.79593731625897e-10,-24.84482387687563,-29.229204560850558
10.04,Almost Clear Weather,0.85,9.388010684615784,2.245995742898599e-10,-24.84310571323846,-29.22718319182065
10.06,Almost Clear Weather,0.85,1.4997961645857876,5.732264950131636e-12,-24.841394381041713,-29.225169860043344
10.08,Almost Clear Weather,0.85,9.373015461117928,2.238826532761938e-10,-24.839689840216472,-29.22316451767785
10.1,Almost Clear Weather,0.85,6.26958143102912,1.0017027667685908e-10,-24.837992049758117,-29.221167117262322
10.12,Almost Clear Weather,0.85,7.775970095709914,1.5408875345675172e-10,-24.836300970084555,-29.219177611710094
10.14,Almost Clear Weather,0.85,3.9616718162694466,3.9996203563015537e-11,-24.8346165611941,-29.217195954306003
10.16,Almost Clear Weather,0.85,5.405554141959559,7.44632901484155e-11,-24.8329387839606,-29.215222098702714
10.18,Almost Clear Weather,0.85,6.829074009259853,1.1884623200479545e-10,-24.831267599180574,-29.213255998917123
10.2,Almost Clear Weather,0.85,3.004996216529088,2.301174948209765e-11,-24.829602967947306,-29.211297609326763
10.22,Almost Clear Weather,0.85,7.436125583061563,1.4091434607758757e-10,-24.82794485208614,-29.20934688466631
10.24,Almost Clear Weather,0.85,5.810556424104393,8.603937044583872e-11,-24.826293213093585,-29.207403780024062
10.26,Almost Clear Weather,0.85,9.222893827959798,2.1676851212423858e-10,-24.824648013396985,-29.205468250838507
10.28,Almost Clear Weather,0.85,7.869624627613971,1.5782282515122004e-10,-24.823009215094835,-29.203540252894925
10.3,Almost Clear Weather,0.85,4.201953778938382,4.4995006630851064e-11,-24.821376781011942,-29.201619742321995
10.32,Almost Clear Weather,0.85,1.2548132035234851,4.0125452035172664e-12,-24.81975067425363,-29.199706675588494
10.34,Almost Clear Weather,0.85,8.691187996542144,1.9249527182460004e-10,-24.818130858238618,-29.197801009499997
10.36,Almost Clear Weather,0.85,7.320128680495471,1.365523597417971e-10,-24.816517296132353,-29.195902701195628
10.379999999999999,Almost Clear Weather,0.85,3.310918012679098,2.793564039164027e-11,-24.814909951946852,-29.194011708144835
10.4,Almost Clear Weather,0.85,3.423712402125946,2.987145179333861e-11,-24.813308789947992,-29.19212798814424
10.42,Almost Clear Weather,0.85,2.8036286657141067,2.003100604017209e-11,-24.811713774434324,-29.19025149931447
10.44,Almost Clear Weather,0.85,8.285941339356214,1.749627060568343e-10,-24.810124870231235,-29.188382200097077
10.459999999999999,Almost Clear Weather,0.85,7.163814501519287,1.3078274300710067e-10,-24.808542041974903,-29.186520049251456
